REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53039042,14.4.4.1,66,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039043,14.4.4.2,55.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53039044,14.4.5.1,13.1,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039045,14.4.5.2,8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53039046,14.4.6.1,5.3,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53039047,14.4.6.2,3.6,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53039048,14.4.7.1,21.4,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039049,14.4.7.2,11.9,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53039050,14.4.8.1,6.3,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039051,14.4.8.2,5.3,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53039052,14.4.9.1,79.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53039053,14.4.9.2,85,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53039054,14.4.10.1,74.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53039055,14.4.10.2,80.4,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53039056,14.5.1.1,398.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53039057,14.5.1.2,195,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53039058,14.5.2.1,265,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53039059,14.5.2.2,174.9,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53039060,14.5.3.1,251.7,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53039061,14.5.3.2,167.3,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53039062,14.5.4.1,215.9,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039063,14.5.4.2,150.3,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53039064,14.5.5.1,35.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039065,14.5.5.2,17,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53039066,14.5.6.1,13.3,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53039067,14.5.6.2,7.7,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53039068,14.5.7.1,133.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039069,14.5.7.2,20.1,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53039070,14.5.8.1,5,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039071,14.5.8.2,4.4,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53039072,14.5.9.1,66.4,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53039073,14.5.9.2,89.7,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53039074,14.5.10.1,63.1,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53039075,14.5.10.2,85.8,,,,1
2011,Alberta,2016A000248,Born in Canada,Population,15 years and over,Persons,249,thousands,3,v53039076,14.6.1.1,2325.2,,,,1
2011,Alberta,2016A000248,Born in Canada,Population,25 to 54 years,Persons,249,thousands,3,v53039077,14.6.1.2,1281.8,,,,1
2011,Alberta,2016A000248,Born in Canada,Labour force,15 years and over,Persons,249,thousands,3,v53039078,14.6.2.1,1727.6,,,,1
2011,Alberta,2016A000248,Born in Canada,Labour force,25 to 54 years,Persons,249,thousands,3,v53039079,14.6.2.2,1127.7,,,,1
2011,Alberta,2016A000248,Born in Canada,Employment,15 years and over,Persons,249,thousands,3,v53039080,14.6.3.1,1633.9,,,,1
2011,Alberta,2016A000248,Born in Canada,Employment,25 to 54 years,Persons,249,thousands,3,v53039081,14.6.3.2,1080,,,,1
2011,Alberta,2016A000248,Born in Canada,Full-time employment,15 years and over,Persons,249,thousands,3,v53039082,14.6.4.1,1340.1,,,,1
2011,Alberta,2016A000248,Born in Canada,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039083,14.6.4.2,949.7,,,,1
2011,Alberta,2016A000248,Born in Canada,Part-time employment,15 years and over,Persons,249,thousands,3,v53039084,14.6.5.1,293.8,,,,1
2011,Alberta,2016A000248,Born in Canada,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039085,14.6.5.2,130.3,,,,1
2011,Alberta,2016A000248,Born in Canada,Unemployment,15 years and over,Persons,249,thousands,3,v53039086,14.6.6.1,93.7,,,,1
2011,Alberta,2016A000248,Born in Canada,Unemployment,25 to 54 years,Persons,249,thousands,3,v53039087,14.6.6.2,47.6,,,,1
2011,Alberta,2016A000248,Born in Canada,Not in labour force,15 years and over,Persons,249,thousands,3,v53039088,14.6.7.1,597.6,,,,1
2011,Alberta,2016A000248,Born in Canada,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039089,14.6.7.2,154.2,,,,1
2011,Alberta,2016A000248,Born in Canada,Unemployment rate,15 years and over,Percentage,242,units ,0,v53039090,14.6.8.1,5.4,,,,1
2011,Alberta,2016A000248,Born in Canada,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039091,14.6.8.2,4.2,,,,1
2011,Alberta,2016A000248,Born in Canada,Participation rate,15 years and over,Percentage,242,units ,0,v53039092,14.6.9.1,74.3,,,,1
2011,Alberta,2016A000248,Born in Canada,Participation rate,25 to 54 years,Percentage,242,units ,0,v53039093,14.6.9.2,88,,,,1
2011,Alberta,2016A000248,Born in Canada,Employment rate,15 years and over,Percentage,242,units ,0,v53039094,14.6.10.1,70.3,,,,1
2011,Alberta,2016A000248,Born in Canada,Employment rate,25 to 54 years,Percentage,242,units ,0,v53039095,14.6.10.2,84.3,,,,1
2011,British Columbia,2016A000259,Total population,Population,15 years and over,Persons,249,thousands,3,v53039096,15.1.1.1,3702.7,,,,1
2011,British Columbia,2016A000259,Total population,Population,25 to 54 years,Persons,249,thousands,3,v53039097,15.1.1.2,1894.5,,,,1
2011,British Columbia,2016A000259,Total population,Labour force,15 years and over,Persons,249,thousands,3,v53039098,15.1.2.1,2409,,,,1
2011,British Columbia,2016A000259,Total population,Labour force,25 to 54 years,Persons,249,thousands,3,v53039099,15.1.2.2,1606.3,,,,1
2011,British Columbia,2016A000259,Total population,Employment,15 years and over,Persons,249,thousands,3,v53039100,15.1.3.1,2227.8,,,,1
2011,British Columbia,2016A000259,Total population,Employment,25 to 54 years,Persons,249,thousands,3,v53039101,15.1.3.2,1502.9,,,,1
2011,British Columbia,2016A000259,Total population,Full-time employment,15 years and over,Persons,249,thousands,3,v53039102,15.1.4.1,1724.8,,,,1
2011,British Columbia,2016A000259,Total population,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039103,15.1.4.2,1259.5,,,,1
2011,British Columbia,2016A000259,Total population,Part-time employment,15 years and over,Persons,249,thousands,3,v53039104,15.1.5.1,503,,,,1
2011,British Columbia,2016A000259,Total population,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039105,15.1.5.2,243.4,,,,1
2011,British Columbia,2016A000259,Total population,Unemployment,15 years and over,Persons,249,thousands,3,v53039106,15.1.6.1,181.2,,,,1
2011,British Columbia,2016A000259,Total population,Unemployment,25 to 54 years,Persons,249,thousands,3,v53039107,15.1.6.2,103.4,,,,1
2011,British Columbia,2016A000259,Total population,Not in labour force,15 years and over,Persons,249,thousands,3,v53039108,15.1.7.1,1293.7,,,,1
2011,British Columbia,2016A000259,Total population,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039109,15.1.7.2,288.2,,,,1
2011,British Columbia,2016A000259,Total population,Unemployment rate,15 years and over,Percentage,242,units ,0,v53039110,15.1.8.1,7.5,,,,1
2011,British Columbia,2016A000259,Total population,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039111,15.1.8.2,6.4,,,,1
2011,British Columbia,2016A000259,Total population,Participation rate,15 years and over,Percentage,242,units ,0,v53039112,15.1.9.1,65.1,,,,1
2011,British Columbia,2016A000259,Total population,Participation rate,25 to 54 years,Percentage,242,units ,0,v53039113,15.1.9.2,84.8,,,,1
2011,British Columbia,2016A000259,Total population,Employment rate,15 years and over,Percentage,242,units ,0,v53039114,15.1.10.1,60.2,,,,1
2011,British Columbia,2016A000259,Total population,Employment rate,25 to 54 years,Percentage,242,units ,0,v53039115,15.1.10.2,79.3,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Population,15 years and over,Persons,249,thousands,3,v53039116,15.2.1.1,1092.8,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Population,25 to 54 years,Persons,249,thousands,3,v53039117,15.2.1.2,547.4,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Labour force,15 years and over,Persons,249,thousands,3,v53039118,15.2.2.1,640.3,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Labour force,25 to 54 years,Persons,249,thousands,3,v53039119,15.2.2.2,446.7,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Employment,15 years and over,Persons,249,thousands,3,v53039120,15.2.3.1,589.1,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Employment,25 to 54 years,Persons,249,thousands,3,v53039121,15.2.3.2,413.3,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Full-time employment,15 years and over,Persons,249,thousands,3,v53039122,15.2.4.1,470.3,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039123,15.2.4.2,349,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Part-time employment,15 years and over,Persons,249,thousands,3,v53039124,15.2.5.1,118.8,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039125,15.2.5.2,64.3,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Unemployment,15 years and over,Persons,249,thousands,3,v53039126,15.2.6.1,51.2,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Unemployment,25 to 54 years,Persons,249,thousands,3,v53039127,15.2.6.2,33.4,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Not in labour force,15 years and over,Persons,249,thousands,3,v53039128,15.2.7.1,452.6,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039129,15.2.7.2,100.7,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Unemployment rate,15 years and over,Percentage,242,units ,0,v53039130,15.2.8.1,8,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039131,15.2.8.2,7.5,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Participation rate,15 years and over,Percentage,242,units ,0,v53039132,15.2.9.1,58.6,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Participation rate,25 to 54 years,Percentage,242,units ,0,v53039133,15.2.9.2,81.6,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Employment rate,15 years and over,Percentage,242,units ,0,v53039134,15.2.10.1,53.9,,,,1
2011,British Columbia,2016A000259,Landed immigrants,Employment rate,25 to 54 years,Percentage,242,units ,0,v53039135,15.2.10.2,75.5,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Population,15 years and over,Persons,249,thousands,3,v53039136,15.3.1.1,132.6,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53039137,15.3.1.2,97.2,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53039138,15.3.2.1,85.8,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53039139,15.3.2.2,71.7,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Employment,15 years and over,Persons,249,thousands,3,v53039140,15.3.3.1,75.2,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53039141,15.3.3.2,63.2,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53039142,15.3.4.1,58.4,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039143,15.3.4.2,52,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53039144,15.3.5.1,16.8,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039145,15.3.5.2,11.2,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53039146,15.3.6.1,10.6,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53039147,15.3.6.2,8.5,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53039148,15.3.7.1,46.8,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039149,15.3.7.2,25.5,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53039150,15.3.8.1,12.4,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039151,15.3.8.2,11.9,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53039152,15.3.9.1,64.7,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53039153,15.3.9.2,73.8,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53039154,15.3.10.1,56.7,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53039155,15.3.10.2,65,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53039156,15.4.1.1,123.1,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53039157,15.4.1.2,85.6,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53039158,15.4.2.1,83,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53039159,15.4.2.2,65.3,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53039160,15.4.3.1,73.2,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53039161,15.4.3.2,58.9,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53039162,15.4.4.1,57.9,,,,1
2011,British Columbia,2016A000259,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039163,15.4.4.2,50,,,,1
